rent_id,agreement_date,rent_start_date,rent_end_date,terms
1634,2024-12-31,2025-01-01,2026-08-24,Lease agreement for Villa in FL for 20 months. Condition: Good.
1635,2024-12-31,2025-01-18,2025-11-14,Lease agreement for Villa in FL for 10 months. Condition: Good.
1636,2023-08-05,2023-08-25,2025-02-15,Lease agreement for Studio in IL for 18 months. Condition: Fair.
1637,2024-12-31,2025-01-20,2026-04-15,Lease agreement for Studio in IL for 15 months. Condition: Fair.
1638,2024-06-11,2024-06-22,2025-12-14,Lease agreement for Villa in TX for 18 months. Condition: Fair.
1639,2022-12-12,2023-01-08,2024-04-02,Lease agreement for Villa in TX for 15 months. Condition: Good.
1640,2024-08-11,2024-08-25,2025-09-19,Lease agreement for Villa in TX for 13 months. Condition: Good.
1641,2024-12-31,2025-01-18,2026-02-12,Lease agreement for Villa in TX for 13 months. Condition: Good.
1642,2023-05-05,2023-05-30,2024-10-21,Lease agreement for Apartment in TX for 17 months. Condition: Poor.
1643,2024-12-27,2025-01-04,2026-12-25,Lease agreement for Apartment in TX for 24 months. Condition: Poor.
1644,2022-02-04,2022-02-20,2024-09-07,Lease agreement for Apartment in NY for 31 months. Condition: Good.
1645,2024-11-18,2024-12-09,2025-11-04,Lease agreement for Apartment in NY for 11 months. Condition: Good.
1646,2023-08-19,2023-08-22,2026-04-08,Lease agreement for Office in TX for 32 months. Condition: Poor.
1647,2024-12-31,2025-01-07,2026-11-28,Lease agreement for Office in TX for 23 months. Condition: Poor.
1648,2024-06-28,2024-07-03,2026-07-23,Lease agreement for Studio in CA for 25 months. Condition: Fair.
1649,2022-03-18,2022-03-31,2023-11-21,Lease agreement for Villa in CA for 20 months. Condition: Good.
1650,2024-06-18,2024-07-06,2026-02-26,Lease agreement for Villa in CA for 20 months. Condition: Good.
1651,2024-12-31,2025-01-08,2026-12-29,Lease agreement for Villa in CA for 24 months. Condition: Good.
1652,2022-11-07,2022-11-20,2024-03-14,Lease agreement for House in CA for 16 months. Condition: Good.
1653,2024-09-19,2024-10-11,2026-05-04,Lease agreement for House in CA for 19 months. Condition: Good.
1654,2024-07-20,2024-08-10,2027-07-26,Lease agreement for Office in TX for 36 months. Condition: Good.
1655,2024-12-31,2025-01-02,2027-06-21,Lease agreement for Office in TX for 30 months. Condition: Good.
1656,2022-07-24,2022-08-21,2025-02-06,Lease agreement for Villa in FL for 30 months. Condition: Poor.
1657,2024-12-31,2025-01-18,2027-11-04,Lease agreement for Villa in FL for 34 months. Condition: Poor.
1658,2024-10-03,2024-10-29,2027-05-17,Lease agreement for Apartment in TX for 31 months. Condition: Good.
1659,2024-01-27,2024-02-26,2026-08-14,Lease agreement for Villa in CA for 30 months. Condition: Poor.
1660,2023-05-01,2023-05-21,2025-01-10,Lease agreement for Office in IL for 20 months. Condition: Fair.
1661,2024-12-31,2025-01-12,2027-12-28,Lease agreement for Office in IL for 36 months. Condition: Fair.
1662,2024-06-26,2024-07-26,2026-09-14,Lease agreement for Villa in FL for 26 months. Condition: Good.
1663,2023-04-11,2023-04-15,2024-04-09,Lease agreement for House in IL for 12 months. Condition: Fair.
1664,2024-08-21,2024-09-08,2026-03-02,Lease agreement for Villa in TX for 18 months. Condition: Good.
1665,2024-12-31,2025-01-07,2027-01-27,Lease agreement for Villa in TX for 25 months. Condition: Good.
1666,2023-06-20,2023-06-29,2024-12-20,Lease agreement for House in TX for 18 months. Condition: Good.
1667,2024-12-25,2025-01-18,2026-12-09,Lease agreement for House in TX for 23 months. Condition: Good.
1668,2023-11-28,2023-12-08,2024-10-03,Lease agreement for Studio in FL for 10 months. Condition: Fair.
1669,2024-10-15,2024-10-23,2027-09-08,Lease agreement for Studio in FL for 35 months. Condition: Fair.
1670,2024-12-31,2025-01-13,2026-08-06,Lease agreement for Studio in FL for 19 months. Condition: Fair.
1671,2024-06-02,2024-06-14,2025-11-06,Lease agreement for Villa in IL for 17 months. Condition: Poor.
1672,2023-10-08,2023-10-30,2026-10-14,Lease agreement for Studio in NY for 36 months. Condition: Good.
1673,2024-12-31,2025-01-05,2027-10-22,Lease agreement for Studio in NY for 34 months. Condition: Good.
1674,2022-11-02,2022-11-25,2025-02-12,Lease agreement for Villa in IL for 27 months. Condition: Good.
1675,2024-05-26,2024-06-06,2026-02-26,Lease agreement for House in FL for 21 months. Condition: Fair.
1676,2024-12-31,2025-01-07,2027-03-28,Lease agreement for House in FL for 27 months. Condition: Fair.
1677,2024-11-11,2024-11-20,2027-07-08,Lease agreement for Office in NY for 32 months. Condition: Good.
1678,2024-12-31,2025-01-04,2026-07-28,Lease agreement for Office in NY for 19 months. Condition: Good.
1679,2023-07-24,2023-07-27,2025-03-18,Lease agreement for Apartment in TX for 20 months. Condition: Good.
1680,2024-12-31,2025-01-29,2025-11-25,Lease agreement for Apartment in TX for 10 months. Condition: Good.
1681,2023-07-21,2023-08-16,2025-04-07,Lease agreement for Studio in IL for 20 months. Condition: Fair.
1682,2024-11-19,2024-12-16,2026-09-07,Lease agreement for Apartment in NY for 21 months. Condition: Good.
1683,2024-12-31,2025-01-18,2026-08-11,Lease agreement for Apartment in NY for 19 months. Condition: Good.
1684,2024-12-31,2025-01-05,2025-11-01,Lease agreement for Apartment in NY for 10 months. Condition: Good.
1685,2022-12-26,2023-01-25,2025-01-14,Lease agreement for House in FL for 24 months. Condition: Poor.
1686,2024-12-31,2025-01-15,2026-02-09,Lease agreement for House in FL for 13 months. Condition: Poor.
1687,2024-04-19,2024-05-05,2027-02-19,Lease agreement for House in TX for 34 months. Condition: Fair.
1688,2024-12-31,2025-01-02,2027-02-21,Lease agreement for House in TX for 26 months. Condition: Fair.
1689,2024-12-31,2025-01-04,2026-12-25,Lease agreement for House in TX for 24 months. Condition: Fair.
1690,2024-02-13,2024-03-06,2024-12-01,Lease agreement for Apartment in TX for 9 months. Condition: Fair.
1691,2024-12-25,2025-01-13,2025-07-12,Lease agreement for Apartment in TX for 6 months. Condition: Fair.
1692,2024-12-31,2025-01-04,2026-07-28,Lease agreement for Apartment in TX for 19 months. Condition: Fair.
1693,2024-09-18,2024-10-14,2025-04-12,Lease agreement for Office in FL for 6 months. Condition: Good.
1694,2024-12-31,2025-01-15,2026-10-07,Lease agreement for Office in FL for 21 months. Condition: Good.
1695,2024-12-31,2025-01-09,2027-08-27,Lease agreement for Office in FL for 32 months. Condition: Good.
1696,2022-10-20,2022-11-09,2024-02-02,Lease agreement for House in FL for 15 months. Condition: Fair.
1697,2024-08-04,2024-08-05,2027-03-23,Lease agreement for Apartment in TX for 32 months. Condition: Good.
1698,2024-12-31,2025-01-09,2025-11-05,Lease agreement for Apartment in TX for 10 months. Condition: Good.
1699,2024-12-02,2024-12-13,2025-11-08,Lease agreement for Apartment in IL for 11 months. Condition: Fair.
1700,2024-12-31,2025-01-16,2025-12-12,Lease agreement for Apartment in IL for 11 months. Condition: Fair.
1701,2024-12-31,2025-01-14,2027-10-31,Lease agreement for Apartment in IL for 34 months. Condition: Fair.
1702,2023-10-05,2023-10-08,2026-07-24,Lease agreement for Studio in NY for 34 months. Condition: Good.
1703,2024-12-31,2025-01-02,2026-03-28,Lease agreement for Studio in NY for 15 months. Condition: Good.
1704,2024-12-31,2025-01-13,2026-05-08,Lease agreement for Studio in NY for 16 months. Condition: Good.
1705,2024-07-28,2024-08-17,2026-05-09,Lease agreement for House in IL for 21 months. Condition: Good.
1706,2024-12-31,2025-01-06,2027-03-27,Lease agreement for House in IL for 27 months. Condition: Good.
1707,2023-02-06,2023-03-07,2024-07-29,Lease agreement for House in FL for 17 months. Condition: Good.
1708,2024-09-23,2024-10-20,2027-05-08,Lease agreement for Office in NY for 31 months. Condition: Fair.
1709,2024-10-05,2024-11-01,2026-06-24,Lease agreement for Studio in FL for 20 months. Condition: Fair.
1710,2024-12-31,2025-01-27,2027-05-17,Lease agreement for Studio in FL for 28 months. Condition: Fair.
1711,2024-07-03,2024-07-31,2025-08-25,Lease agreement for Studio in TX for 13 months. Condition: Good.
1712,2024-12-31,2025-01-30,2027-12-16,Lease agreement for Studio in TX for 35 months. Condition: Good.
1713,2024-12-31,2025-01-01,2025-09-28,Lease agreement for Studio in TX for 9 months. Condition: Good.
1714,2024-05-26,2024-06-20,2026-02-10,Lease agreement for Office in NY for 20 months. Condition: Fair.
1715,2024-12-31,2025-01-01,2026-03-27,Lease agreement for Office in NY for 15 months. Condition: Fair.
1716,2024-12-31,2025-01-04,2026-04-29,Lease agreement for Office in NY for 16 months. Condition: Fair.
1717,2022-03-26,2022-04-06,2023-01-01,Lease agreement for Apartment in CA for 9 months. Condition: Good.
1718,2024-02-17,2024-03-08,2026-02-26,Lease agreement for Apartment in CA for 24 months. Condition: Good.
1719,2024-12-15,2025-01-10,2025-11-06,Lease agreement for Apartment in TX for 10 months. Condition: Good.
1720,2024-12-31,2025-01-30,2027-09-17,Lease agreement for Apartment in TX for 32 months. Condition: Good.
1721,2023-06-23,2023-07-03,2023-12-30,Lease agreement for Studio in IL for 6 months. Condition: Good.
1722,2024-10-26,2024-11-16,2027-11-01,Lease agreement for Studio in IL for 36 months. Condition: Good.
1723,2024-12-31,2025-01-26,2027-03-17,Lease agreement for Studio in IL for 26 months. Condition: Good.
1724,2024-03-11,2024-04-10,2026-05-30,Lease agreement for Villa in FL for 26 months. Condition: Good.
1725,2021-08-09,2021-08-19,2024-08-03,Lease agreement for House in IL for 36 months. Condition: Good.
1726,2024-12-17,2024-12-18,2027-05-07,Lease agreement for House in IL for 29 months. Condition: Good.
1727,2024-12-31,2025-01-04,2025-09-01,Lease agreement for House in IL for 8 months. Condition: Good.
1728,2024-09-28,2024-10-26,2027-04-14,Lease agreement for Villa in IL for 30 months. Condition: Good.
1729,2024-12-31,2025-01-01,2027-11-17,Lease agreement for Villa in IL for 35 months. Condition: Good.
1730,2024-12-31,2025-01-04,2026-07-28,Lease agreement for Villa in IL for 19 months. Condition: Good.
1731,2022-09-07,2022-09-11,2024-09-30,Lease agreement for Studio in TX for 25 months. Condition: Good.
1732,2024-10-28,2024-11-09,2025-07-07,Lease agreement for Studio in TX for 8 months. Condition: Good.
1733,2024-12-31,2025-01-12,2025-07-11,Lease agreement for Studio in TX for 6 months. Condition: Good.
1734,2022-03-02,2022-03-20,2023-03-15,Lease agreement for Office in IL for 12 months. Condition: Good.
1735,2024-03-15,2024-04-06,2025-11-27,Lease agreement for Office in IL for 20 months. Condition: Good.
1736,2024-12-31,2025-01-07,2027-11-23,Lease agreement for Office in IL for 35 months. Condition: Good.
1737,2024-11-16,2024-11-30,2026-05-24,Lease agreement for House in FL for 18 months. Condition: Fair.
1738,2024-12-31,2025-01-22,2025-11-18,Lease agreement for House in FL for 10 months. Condition: Fair.
1739,2023-06-08,2023-06-30,2024-09-22,Lease agreement for Studio in IL for 15 months. Condition: Good.
1740,2024-10-28,2024-11-27,2027-10-13,Lease agreement for Studio in IL for 35 months. Condition: Good.
1741,2024-12-31,2025-01-26,2027-02-15,Lease agreement for Studio in IL for 25 months. Condition: Good.
1742,2024-12-05,2024-12-06,2026-06-29,Lease agreement for Studio in FL for 19 months. Condition: Fair.
1743,2024-08-08,2024-08-15,2026-12-03,Lease agreement for Villa in NY for 28 months. Condition: Fair.
1744,2024-12-31,2025-01-15,2027-12-31,Lease agreement for Villa in NY for 36 months. Condition: Fair.
1745,2024-12-31,2025-01-09,2026-05-04,Lease agreement for Villa in NY for 16 months. Condition: Fair.
1746,2023-05-25,2023-05-27,2026-05-11,Lease agreement for Studio in NY for 36 months. Condition: Poor.
1747,2024-12-31,2025-01-16,2026-05-11,Lease agreement for Studio in NY for 16 months. Condition: Poor.
1748,2024-09-09,2024-09-17,2026-02-09,Lease agreement for Studio in CA for 17 months. Condition: Good.
1749,2024-10-17,2024-11-16,2025-12-11,Lease agreement for Studio in CA for 13 months. Condition: Good.
1750,2024-12-31,2025-01-10,2025-11-06,Lease agreement for Studio in CA for 10 months. Condition: Good.
1751,2024-12-27,2025-01-17,2027-07-06,Lease agreement for Apartment in CA for 30 months. Condition: Fair.
1752,2024-06-14,2024-07-05,2026-01-26,Lease agreement for Villa in FL for 19 months. Condition: Good.
1753,2024-06-25,2024-07-04,2025-07-29,Lease agreement for Apartment in IL for 13 months. Condition: Good.
1754,2024-12-31,2025-01-13,2025-08-11,Lease agreement for Apartment in IL for 7 months. Condition: Good.
1755,2024-12-31,2025-01-26,2026-07-20,Lease agreement for Apartment in IL for 18 months. Condition: Good.
1756,2024-02-13,2024-03-09,2025-08-31,Lease agreement for House in CA for 18 months. Condition: Good.
1757,2024-09-06,2024-09-21,2027-05-09,Lease agreement for Studio in CA for 32 months. Condition: Fair.
1758,2024-12-31,2025-01-16,2027-11-02,Lease agreement for Studio in CA for 34 months. Condition: Fair.
1759,2024-12-31,2025-01-22,2027-05-12,Lease agreement for Studio in CA for 28 months. Condition: Fair.
1760,2023-03-01,2023-03-12,2025-05-30,Lease agreement for Office in IL for 27 months. Condition: Fair.
1761,2023-08-23,2023-08-27,2025-11-14,Lease agreement for Apartment in IL for 27 months. Condition: Good.
1762,2020-08-31,2020-09-27,2022-06-19,Lease agreement for Apartment in CA for 21 months. Condition: Good.
1763,2023-08-22,2023-09-09,2026-07-25,Lease agreement for Apartment in CA for 35 months. Condition: Good.
1764,2024-12-31,2025-01-21,2027-03-12,Lease agreement for Apartment in CA for 26 months. Condition: Good.
1765,2023-10-28,2023-11-05,2026-08-21,Lease agreement for Studio in FL for 34 months. Condition: Good.
1766,2024-12-31,2025-01-10,2026-12-01,Lease agreement for Studio in FL for 23 months. Condition: Good.
1767,2024-12-31,2025-01-08,2026-04-03,Lease agreement for Studio in FL for 15 months. Condition: Good.
1768,2024-11-19,2024-11-24,2027-05-13,Lease agreement for Apartment in CA for 30 months. Condition: Good.
1769,2024-12-31,2025-01-20,2026-09-12,Lease agreement for Apartment in CA for 20 months. Condition: Good.
1770,2024-12-31,2025-01-19,2027-07-08,Lease agreement for Apartment in CA for 30 months. Condition: Good.
1771,2024-01-29,2024-02-16,2026-03-07,Lease agreement for House in NY for 25 months. Condition: Good.
1772,2024-12-31,2025-01-24,2025-12-20,Lease agreement for House in NY for 11 months. Condition: Good.
1773,2024-12-31,2025-01-12,2026-07-06,Lease agreement for House in NY for 18 months. Condition: Good.
1774,2024-12-26,2025-01-01,2027-07-20,Lease agreement for Apartment in TX for 31 months. Condition: Good.
1775,2024-12-31,2025-01-16,2027-03-07,Lease agreement for Apartment in TX for 26 months. Condition: Good.
1776,2024-07-25,2024-08-12,2027-06-28,Lease agreement for Apartment in NY for 35 months. Condition: Good.
1777,2024-12-31,2025-01-15,2025-11-11,Lease agreement for Apartment in NY for 10 months. Condition: Good.
1778,2024-07-18,2024-08-17,2027-05-04,Lease agreement for Apartment in CA for 33 months. Condition: Fair.
1779,2024-12-31,2025-01-05,2027-02-24,Lease agreement for Apartment in CA for 26 months. Condition: Fair.
1780,2021-08-15,2021-08-24,2022-12-17,Lease agreement for Apartment in CA for 16 months. Condition: Poor.
1781,2023-11-03,2023-11-26,2024-05-24,Lease agreement for Apartment in CA for 6 months. Condition: Poor.
1782,2024-11-17,2024-12-07,2025-11-02,Lease agreement for Apartment in CA for 11 months. Condition: Poor.
1783,2023-10-13,2023-10-31,2026-02-17,Lease agreement for Studio in IL for 28 months. Condition: Good.
1784,2024-07-18,2024-08-12,2025-04-09,Lease agreement for Office in FL for 8 months. Condition: Good.
1785,2024-06-15,2024-07-09,2027-04-25,Lease agreement for House in IL for 34 months. Condition: Fair.
1786,2024-12-31,2025-01-09,2025-07-08,Lease agreement for House in IL for 6 months. Condition: Fair.
1787,2024-12-31,2025-01-26,2026-04-21,Lease agreement for House in IL for 15 months. Condition: Fair.
1788,2024-08-31,2024-09-25,2026-04-18,Lease agreement for Office in IL for 19 months. Condition: Poor.
1789,2024-12-31,2025-01-29,2028-01-14,Lease agreement for Office in IL for 36 months. Condition: Poor.
1790,2024-12-31,2025-01-24,2026-08-17,Lease agreement for Office in IL for 19 months. Condition: Poor.
1791,2021-05-19,2021-05-27,2024-03-12,Lease agreement for Studio in CA for 34 months. Condition: Good.
1792,2024-04-13,2024-04-20,2026-12-06,Lease agreement for House in TX for 32 months. Condition: Good.
